x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label,gesture_name
0.0,0.0,0.271115,-0.171269,0.440038,-0.493063,0.445478,-0.772301,0.431492,-1.0,0.231903,-0.725028,0.293324,-0.914351,0.299486,-0.711009,0.292964,-0.512572,0.046532,-0.69507,0.127156,-0.868265,0.140004,-0.59298,0.152969,-0.369913,-0.134597,-0.638818,-0.035486,-0.750979,-0.010985,-0.45952,0.006572,-0.259921,-0.320844,-0.556081,-0.204724,-0.643739,-0.157509,-0.434257,-0.135128,-0.288728,0,fist
0.0,0.0,0.267984,-0.154588,0.439831,-0.485845,0.454506,-0.770076,0.443303,-1.0,0.239953,-0.73375,0.305069,-0.9301,0.303653,-0.711702,0.28692,-0.504294,0.048766,-0.700114,0.131816,-0.874026,0.147054,-0.596691,0.155522,-0.368746,-0.137813,-0.641669,-0.036139,-0.748218,-0.007396,-0.453955,0.008038,-0.252106,-0.327728,-0.560779,-0.206837,-0.638785,-0.162036,-0.423851,-0.143007,-0.273495,0,fist
0.0,0.0,0.256661,-0.164472,0.42458,-0.487877,0.439914,-0.767428,0.427841,-1.0,0.21657,-0.726048,0.280668,-0.925891,0.284839,-0.69452,0.273546,-0.484933,0.03371,-0.694194,0.114112,-0.878786,0.127827,-0.597163,0.133852,-0.371246,-0.149912,-0.633776,-0.056393,-0.75751,-0.022599,-0.459827,-0.002935,-0.255886,-0.342025,-0.547596,-0.23291,-0.641283,-0.179417,-0.432046,-0.158255,-0.284948,0,fist
0.0,0.0,0.27188,-0.14719,0.470152,-0.471585,0.492407,-0.763523,0.472417,-1.0,0.27168,-0.718384,0.320495,-0.915786,0.310321,-0.692008,0.297694,-0.48096,0.074082,-0.689832,0.147428,-0.874105,0.151559,-0.586394,0.152414,-0.35372,-0.116655,-0.630242,-0.041284,-0.767731,-0.015037,-0.46362,0.002105,-0.252631,-0.313567,-0.546349,-0.229739,-0.648353,-0.178875,-0.429784,-0.146491,-0.274079,0,fist
0.0,0.0,0.269145,-0.112283,0.488896,-0.450819,0.517026,-0.756225,0.500803,-1.0,0.27395,-0.71531,0.324829,-0.923641,0.316091,-0.692572,0.299281,-0.482025,0.07171,-0.690032,0.14336,-0.874049,0.145083,-0.572476,0.139279,-0.341286,-0.125675,-0.631489,-0.050772,-0.765058,-0.02986,-0.446971,-0.020795,-0.23472,-0.331985,-0.550192,-0.248277,-0.641244,-0.200259,-0.413491,-0.173282,-0.256895,0,fist
0.0,0.0,0.269735,-0.112039,0.483452,-0.457131,0.508502,-0.760137,0.500043,-1.0,0.276842,-0.725984,0.315238,-0.920445,0.303174,-0.670116,0.288243,-0.455785,0.070201,-0.696006,0.130818,-0.877206,0.131845,-0.569115,0.129407,-0.339443,-0.128688,-0.630979,-0.063288,-0.771021,-0.04096,-0.453444,-0.028647,-0.242528,-0.330835,-0.541792,-0.261081,-0.647018,-0.215341,-0.419571,-0.188488,-0.261417,0,fist
0.0,0.0,0.265663,-0.123428,0.478111,-0.455721,0.517778,-0.753685,0.50554,-1.0,0.283866,-0.723664,0.336886,-0.92649,0.317442,-0.69602,0.295989,-0.484994,0.087227,-0.698795,0.155956,-0.887579,0.152379,-0.595535,0.143938,-0.367358,-0.107012,-0.641531,-0.037544,-0.779555,-0.014218,-0.470368,-0.006727,-0.263077,-0.309121,-0.56074,-0.23001,-0.666088,-0.181408,-0.443865,-0.159983,-0.291643,0,fist
0.0,0.0,0.26139,-0.125438,0.475762,-0.455019,0.520737,-0.754207,0.515038,-1.0,0.297387,-0.716997,0.347532,-0.926186,0.316488,-0.698967,0.292063,-0.489792,0.099351,-0.693888,0.156856,-0.889693,0.146707,-0.601659,0.142986,-0.375256,-0.095759,-0.638894,-0.039783,-0.784315,-0.017128,-0.476447,-0.000512,-0.269923,-0.296933,-0.560119,-0.227337,-0.66766,-0.178515,-0.446053,-0.148156,-0.294035,0,fist
0.0,0.0,0.264606,-0.135544,0.474976,-0.460161,0.514592,-0.757838,0.509525,-1.0,0.285429,-0.713657,0.335633,-0.931044,0.310229,-0.706782,0.287569,-0.499565,0.086824,-0.691921,0.149039,-0.896865,0.140109,-0.609854,0.133492,-0.379083,-0.107199,-0.639506,-0.046931,-0.793261,-0.026389,-0.48449,-0.012278,-0.272337,-0.309896,-0.564866,-0.2424,-0.684132,-0.193433,-0.461524,-0.162903,-0.301874,0,fist
0.0,0.0,0.271597,-0.124958,0.501874,-0.450388,0.545641,-0.754944,0.531362,-1.0,0.311863,-0.706617,0.361386,-0.929023,0.329761,-0.705537,0.307491,-0.496921,0.111435,-0.684611,0.174256,-0.890114,0.156104,-0.599157,0.148758,-0.367611,-0.083703,-0.630602,-0.027374,-0.782777,-0.010833,-0.475119,0.006293,-0.26629,-0.28781,-0.552579,-0.222343,-0.665146,-0.175012,-0.438611,-0.143101,-0.280256,0,fist
0.0,0.0,0.273739,-0.130786,0.49791,-0.455847,0.54022,-0.754744,0.53318,-1.0,0.314835,-0.716744,0.353205,-0.924185,0.325069,-0.699878,0.306784,-0.487497,0.113537,-0.695724,0.164639,-0.888134,0.146494,-0.600957,0.143443,-0.369788,-0.084502,-0.64287,-0.036355,-0.791554,-0.020903,-0.483243,0.000887,-0.271844,-0.289725,-0.56513,-0.228467,-0.65825,-0.178268,-0.434191,-0.138915,-0.280869,0,fist
0.0,0.0,0.274197,-0.127654,0.507761,-0.45549,0.558108,-0.756592,0.549571,-1.0,0.319316,-0.723118,0.360908,-0.938246,0.321278,-0.709297,0.298187,-0.496387,0.11661,-0.699522,0.170743,-0.90406,0.14578,-0.610891,0.139212,-0.375062,-0.079873,-0.645852,-0.033979,-0.799997,-0.019513,-0.488674,0.002563,-0.274764,-0.283176,-0.568402,-0.221748,-0.683042,-0.178781,-0.45597,-0.14426,-0.296066,0,fist
0.0,0.0,0.246096,-0.232171,0.385839,-0.532856,0.393103,-0.777953,0.380116,-1.0,0.125846,-0.77507,0.232936,-0.931372,0.248179,-0.70775,0.240463,-0.505338,-0.079728,-0.737385,0.057102,-0.86201,0.080802,-0.575451,0.084514,-0.333965,-0.260894,-0.68505,-0.105852,-0.742989,-0.070994,-0.472428,-0.068869,-0.253884,-0.424703,-0.615596,-0.305888,-0.649923,-0.230158,-0.458497,-0.201705,-0.305399,0,fist
0.0,0.0,0.279087,-0.11118,0.520317,-0.442594,0.573993,-0.747749,0.56603,-1.0,0.328632,-0.728159,0.379974,-0.929244,0.334572,-0.700008,0.303694,-0.486459,0.124759,-0.707588,0.178609,-0.908208,0.151698,-0.616024,0.147832,-0.379236,-0.074107,-0.658061,-0.024144,-0.790997,-0.014508,-0.485289,0.004511,-0.27869,-0.277814,-0.587426,-0.213302,-0.680682,-0.176986,-0.448828,-0.144568,-0.293848,0,fist
0.0,0.0,0.27696,-0.106978,0.511474,-0.44114,0.559254,-0.747179,0.549017,-1.0,0.327836,-0.709658,0.381892,-0.91642,0.335427,-0.694304,0.299679,-0.481675,0.125118,-0.69266,0.179778,-0.889129,0.147994,-0.602251,0.138264,-0.368447,-0.072817,-0.643848,-0.025414,-0.795438,-0.023821,-0.490983,-0.008596,-0.280866,-0.276078,-0.572534,-0.218646,-0.687601,-0.189161,-0.460176,-0.161435,-0.300294,0,fist
0.0,0.0,0.279036,-0.117942,0.523141,-0.437437,0.584294,-0.745003,0.580596,-1.0,0.347293,-0.720956,0.390924,-0.941042,0.344193,-0.709698,0.315168,-0.494947,0.142947,-0.703281,0.193224,-0.90691,0.160728,-0.613163,0.153915,-0.382901,-0.059023,-0.654317,-0.017615,-0.801539,-0.01333,-0.488369,0.00677,-0.281018,-0.267486,-0.582586,-0.215872,-0.691583,-0.18015,-0.462751,-0.146427,-0.307496,0,fist
0.0,0.0,0.276427,-0.092714,0.531668,-0.427044,0.586818,-0.741426,0.582439,-1.0,0.344805,-0.724718,0.38686,-0.929697,0.337974,-0.692023,0.312769,-0.473843,0.132996,-0.706441,0.186117,-0.907551,0.149121,-0.601914,0.141932,-0.361217,-0.070251,-0.655738,-0.029851,-0.809872,-0.032033,-0.493588,-0.016279,-0.282211,-0.275128,-0.58408,-0.223901,-0.691044,-0.196987,-0.453556,-0.167724,-0.295016,0,fist
0.0,0.0,0.279551,-0.116048,0.522497,-0.439723,0.58223,-0.741225,0.578461,-1.0,0.334336,-0.724342,0.382614,-0.938544,0.335563,-0.708811,0.302283,-0.490414,0.124093,-0.705466,0.175524,-0.902979,0.140912,-0.601139,0.129128,-0.362304,-0.080132,-0.653398,-0.033127,-0.808594,-0.031596,-0.494637,-0.020177,-0.281002,-0.287857,-0.57751,-0.228881,-0.693466,-0.197594,-0.462396,-0.174974,-0.303823,0,fist
0.0,0.0,0.286262,-0.099721,0.546712,-0.427942,0.605101,-0.741235,0.617256,-1.0,0.367568,-0.720322,0.417402,-0.939333,0.364586,-0.714968,0.330346,-0.501315,0.159575,-0.705746,0.211952,-0.915708,0.170073,-0.61894,0.159499,-0.378622,-0.043677,-0.661006,0.000144,-0.808532,-0.005212,-0.495206,0.009964,-0.283622,-0.255353,-0.595212,-0.195199,-0.707857,-0.170926,-0.467671,-0.142389,-0.303973,0,fist
0.0,0.0,0.286375,-0.106454,0.537728,-0.430397,0.598356,-0.7408,0.608817,-1.0,0.360297,-0.719202,0.407842,-0.935179,0.355448,-0.710706,0.323467,-0.501382,0.154007,-0.704972,0.205498,-0.911332,0.16517,-0.613863,0.153665,-0.374837,-0.043967,-0.65903,-0.005792,-0.812943,-0.008731,-0.501327,0.007644,-0.288485,-0.246488,-0.590974,-0.196321,-0.698572,-0.170024,-0.462798,-0.133575,-0.302329,0,fist
0.0,0.0,0.276952,-0.106878,0.534398,-0.433933,0.596126,-0.741632,0.606556,-1.0,0.353059,-0.731991,0.398859,-0.947686,0.340829,-0.717351,0.305627,-0.503357,0.143568,-0.714447,0.191548,-0.924457,0.148198,-0.625584,0.135684,-0.380799,-0.05649,-0.664492,-0.019368,-0.824432,-0.024035,-0.50906,-0.008699,-0.288736,-0.261595,-0.594075,-0.210554,-0.706681,-0.187,-0.472297,-0.155592,-0.308316,0,fist
0.0,0.0,0.271538,-0.079551,0.546877,-0.413139,0.613894,-0.736367,0.62087,-1.0,0.373084,-0.725183,0.414796,-0.931084,0.349231,-0.698165,0.312291,-0.484061,0.160737,-0.709788,0.203069,-0.908541,0.155364,-0.60662,0.141745,-0.368309,-0.037086,-0.664933,-0.014697,-0.819175,-0.02688,-0.500208,-0.015235,-0.280986,-0.237529,-0.603214,-0.210644,-0.707487,-0.198734,-0.459876,-0.169916,-0.291117,0,fist
0.0,0.0,0.28,-0.107638,0.544048,-0.426755,0.620289,-0.733031,0.623211,-1.0,0.376097,-0.744251,0.419937,-0.948987,0.35084,-0.719758,0.30688,-0.505028,0.164467,-0.731406,0.210949,-0.929556,0.152182,-0.64033,0.129347,-0.39607,-0.040384,-0.684706,-0.011848,-0.829408,-0.031467,-0.521865,-0.021,-0.301977,-0.247866,-0.614924,-0.209798,-0.714533,-0.197102,-0.473436,-0.166564,-0.302347,0,fist
0.0,0.0,0.287599,-0.101054,0.540299,-0.419886,0.610757,-0.730739,0.60691,-1.0,0.370822,-0.730907,0.414902,-0.944381,0.360468,-0.718188,0.324854,-0.498041,0.159842,-0.717482,0.206064,-0.912288,0.156146,-0.623313,0.140049,-0.38322,-0.047097,-0.669736,-0.016882,-0.803091,-0.032884,-0.496888,-0.021144,-0.284925,-0.252112,-0.599436,-0.219203,-0.692558,-0.204402,-0.453014,-0.175328,-0.289995,0,fist
0.0,0.0,0.285574,-0.131131,0.525961,-0.43642,0.582318,-0.740976,0.584084,-1.0,0.361211,-0.74475,0.394214,-0.943402,0.331458,-0.709492,0.295904,-0.494013,0.158132,-0.723991,0.193024,-0.913632,0.140963,-0.630101,0.122964,-0.390371,-0.038677,-0.670275,-0.016451,-0.811059,-0.03357,-0.514939,-0.024394,-0.301878,-0.23737,-0.592489,-0.204903,-0.707698,-0.196767,-0.472465,-0.172908,-0.30259,0,fist
0.0,0.0,0.273452,-0.082028,0.544432,-0.414062,0.606979,-0.738076,0.610753,-1.0,0.369665,-0.71397,0.401763,-0.931105,0.337759,-0.698684,0.302983,-0.4829,0.153434,-0.698567,0.181593,-0.898171,0.138667,-0.594317,0.12746,-0.359228,-0.044632,-0.651348,-0.036916,-0.807982,-0.04135,-0.490255,-0.025665,-0.276509,-0.244325,-0.587252,-0.23083,-0.692658,-0.212353,-0.449044,-0.17704,-0.28798,0,fist
0.0,0.0,0.26551,-0.089758,0.531906,-0.418193,0.601685,-0.736807,0.607116,-1.0,0.364115,-0.721657,0.399781,-0.939326,0.336176,-0.707855,0.306383,-0.496348,0.152542,-0.704363,0.178424,-0.911333,0.130803,-0.608495,0.123744,-0.371461,-0.043385,-0.656077,-0.038277,-0.819941,-0.04526,-0.504474,-0.024467,-0.29165,-0.244238,-0.588737,-0.235532,-0.693353,-0.214816,-0.451472,-0.173238,-0.293138,0,fist
0.0,0.0,0.274281,-0.094281,0.537453,-0.415911,0.605323,-0.735029,0.614908,-1.0,0.366971,-0.726134,0.398615,-0.945466,0.336766,-0.717019,0.308823,-0.504036,0.159624,-0.709571,0.177943,-0.912893,0.132666,-0.608881,0.130546,-0.369596,-0.033278,-0.661686,-0.030395,-0.823386,-0.037372,-0.504043,-0.013545,-0.289003,-0.231526,-0.591859,-0.229158,-0.690105,-0.207231,-0.44361,-0.159849,-0.286072,0,fist
0.0,0.0,0.269705,-0.1112,0.526826,-0.429318,0.593171,-0.737795,0.599275,-1.0,0.340991,-0.725286,0.376997,-0.948823,0.320246,-0.721714,0.29236,-0.510926,0.135836,-0.705308,0.175166,-0.918802,0.128375,-0.626124,0.119835,-0.3916,-0.060763,-0.652804,-0.036031,-0.818027,-0.0443,-0.512384,-0.024362,-0.304661,-0.263307,-0.577829,-0.229415,-0.691682,-0.202834,-0.456707,-0.163073,-0.299128,0,fist
0.0,0.0,0.269425,-0.105238,0.5158,-0.429495,0.576421,-0.743215,0.586536,-1.0,0.358805,-0.71863,0.381653,-0.941883,0.321694,-0.721282,0.290983,-0.507924,0.145694,-0.697515,0.154773,-0.905122,0.121696,-0.610248,0.118964,-0.378363,-0.051899,-0.644055,-0.053188,-0.811891,-0.048734,-0.504102,-0.025435,-0.293016,-0.248242,-0.567539,-0.23977,-0.692268,-0.215563,-0.460021,-0.177299,-0.299433,0,fist
0.0,0.0,0.274184,-0.11371,0.519899,-0.427851,0.596616,-0.735962,0.607314,-1.0,0.350778,-0.710925,0.389071,-0.940399,0.331289,-0.726522,0.293089,-0.515831,0.140582,-0.696411,0.16233,-0.915166,0.121942,-0.62466,0.117612,-0.391449,-0.053592,-0.647885,-0.041458,-0.805841,-0.054453,-0.502589,-0.038313,-0.301148,-0.242387,-0.573224,-0.228348,-0.706657,-0.211517,-0.487058,-0.178497,-0.333178,0,fist
0.0,0.0,0.293312,-0.119651,0.558386,-0.427768,0.637031,-0.736001,0.643904,-1.0,0.391135,-0.719954,0.42154,-0.952584,0.360365,-0.727963,0.326061,-0.514502,0.175244,-0.702561,0.193241,-0.915509,0.155264,-0.621712,0.154521,-0.39786,-0.030073,-0.647387,-0.027269,-0.804708,-0.024889,-0.503335,0.002769,-0.305503,-0.234852,-0.563564,-0.216167,-0.702498,-0.188143,-0.479569,-0.151862,-0.325323,0,fist
0.0,0.0,0.291424,-0.103567,0.563513,-0.409334,0.622919,-0.733572,0.634498,-1.0,0.393757,-0.724554,0.431479,-0.962223,0.363187,-0.722365,0.329657,-0.502854,0.178711,-0.710708,0.201359,-0.93001,0.152531,-0.629694,0.145138,-0.399335,-0.02183,-0.660766,-0.02018,-0.830151,-0.031225,-0.513917,-0.010684,-0.304029,-0.22137,-0.579712,-0.215433,-0.71385,-0.200374,-0.471135,-0.165179,-0.305115,0,fist
0.0,0.0,0.302501,-0.118864,0.57294,-0.426188,0.653532,-0.735159,0.660602,-1.0,0.398926,-0.720824,0.43637,-0.959873,0.376053,-0.742601,0.340762,-0.527342,0.186847,-0.707487,0.212213,-0.933183,0.161534,-0.645691,0.15417,-0.406876,-0.015256,-0.659243,0.001413,-0.831181,-0.02091,-0.519346,-0.006676,-0.301976,-0.216162,-0.586717,-0.197203,-0.716283,-0.186942,-0.48451,-0.154849,-0.318248,0,fist
0.0,0.0,0.280098,-0.115898,0.544393,-0.419216,0.624454,-0.73428,0.635083,-1.0,0.395486,-0.721992,0.416134,-0.945746,0.335412,-0.730046,0.300942,-0.522774,0.179038,-0.71198,0.18138,-0.918421,0.135634,-0.622963,0.137868,-0.399217,-0.018473,-0.667717,-0.035054,-0.826103,-0.034062,-0.519286,-0.003433,-0.31811,-0.214506,-0.595566,-0.222089,-0.705361,-0.199243,-0.470881,-0.156863,-0.320578,0,fist
0.0,0.0,0.282458,-0.102717,0.571688,-0.413497,0.64953,-0.73249,0.662168,-1.0,0.394726,-0.721272,0.434692,-0.953539,0.362739,-0.729179,0.327039,-0.521117,0.181991,-0.709806,0.201971,-0.933731,0.147929,-0.631205,0.144029,-0.397466,-0.014211,-0.666186,-0.010159,-0.844436,-0.026213,-0.528204,-0.006588,-0.316837,-0.215189,-0.599297,-0.210277,-0.717687,-0.19679,-0.474746,-0.159114,-0.316383,0,fist
0.0,0.0,0.277481,-0.114214,0.544412,-0.422498,0.61354,-0.735871,0.63005,-1.0,0.373605,-0.723103,0.404632,-0.956529,0.343205,-0.734368,0.315184,-0.527485,0.164438,-0.708105,0.18126,-0.935965,0.13845,-0.638717,0.136016,-0.40901,-0.031182,-0.660799,-0.026848,-0.841559,-0.034716,-0.533932,-0.017262,-0.329289,-0.231568,-0.588723,-0.222608,-0.729633,-0.203649,-0.497341,-0.172056,-0.341343,0,fist
0.0,0.0,0.284283,-0.116439,0.565164,-0.423721,0.644287,-0.734654,0.646255,-1.0,0.396593,-0.746514,0.422449,-0.959722,0.349324,-0.734348,0.314782,-0.526092,0.186005,-0.735891,0.195699,-0.945877,0.149361,-0.640072,0.147572,-0.408286,-0.009326,-0.687814,-0.017717,-0.852147,-0.022384,-0.538961,0.0002,-0.334758,-0.208618,-0.61108,-0.210744,-0.733637,-0.189211,-0.490791,-0.151039,-0.336433,0,fist
0.0,0.0,0.287829,-0.128964,0.563122,-0.431639,0.649938,-0.731495,0.649186,-1.0,0.387028,-0.745102,0.414985,-0.965895,0.346176,-0.740464,0.316205,-0.531144,0.174451,-0.73517,0.203133,-0.954771,0.146645,-0.658028,0.138783,-0.424727,-0.029145,-0.686958,-0.019315,-0.849142,-0.032988,-0.537985,-0.010598,-0.332224,-0.233638,-0.610929,-0.213601,-0.730555,-0.198149,-0.491579,-0.166034,-0.333521,0,fist
0.0,0.0,0.281226,-0.109057,0.559141,-0.426265,0.635115,-0.740703,0.647987,-1.0,0.38423,-0.732118,0.421893,-0.963539,0.350032,-0.72367,0.317705,-0.512827,0.167019,-0.723733,0.186585,-0.941985,0.137879,-0.631286,0.134821,-0.405042,-0.032052,-0.681211,-0.02568,-0.857222,-0.033588,-0.533705,-0.011767,-0.327031,-0.233719,-0.612526,-0.220271,-0.733206,-0.20088,-0.485405,-0.163274,-0.330931,0,fist
0.0,0.0,0.291853,-0.101248,0.574296,-0.408834,0.645996,-0.735419,0.669095,-1.0,0.410934,-0.732974,0.436746,-0.971349,0.354542,-0.743667,0.323879,-0.530363,0.189399,-0.719739,0.198439,-0.946765,0.145389,-0.63847,0.147306,-0.397882,-0.009905,-0.674975,-0.019038,-0.850223,-0.027898,-0.530538,-0.001188,-0.317988,-0.212806,-0.60593,-0.220105,-0.728317,-0.198623,-0.477814,-0.15186,-0.318336,0,fist
0.0,0.0,0.273103,-0.104089,0.54216,-0.415929,0.622831,-0.73268,0.629604,-1.0,0.381167,-0.740504,0.416949,-0.957139,0.343371,-0.734866,0.307206,-0.522664,0.166872,-0.730783,0.186416,-0.943468,0.133223,-0.635839,0.126519,-0.39258,-0.030801,-0.683847,-0.034634,-0.844755,-0.041948,-0.526563,-0.018518,-0.314288,-0.234751,-0.610839,-0.236182,-0.716181,-0.209558,-0.470737,-0.163014,-0.317328,0,fist
0.0,0.0,0.286638,-0.096044,0.565103,-0.406766,0.638099,-0.730331,0.651527,-1.0,0.393391,-0.730073,0.426855,-0.96488,0.355012,-0.726415,0.321591,-0.506989,0.179723,-0.720161,0.192519,-0.929817,0.148089,-0.620787,0.148033,-0.388845,-0.020562,-0.675346,-0.024333,-0.835666,-0.024755,-0.515996,0.002342,-0.311553,-0.223624,-0.602232,-0.221967,-0.708387,-0.188971,-0.465823,-0.138615,-0.317047,0,fist
0.0,0.0,0.283822,-0.082364,0.564334,-0.408424,0.640137,-0.73388,0.63829,-1.0,0.388497,-0.734159,0.427735,-0.946438,0.357577,-0.72292,0.32518,-0.510451,0.172753,-0.72301,0.195693,-0.932722,0.151836,-0.623441,0.149183,-0.382466,-0.022718,-0.67658,-0.024311,-0.838716,-0.020576,-0.520479,0.00442,-0.308713,-0.221211,-0.605389,-0.223421,-0.709097,-0.192604,-0.460481,-0.148199,-0.309971,0,fist
0.0,0.0,0.273587,-0.098486,0.549832,-0.422347,0.630372,-0.735672,0.620375,-1.0,0.382497,-0.748061,0.408271,-0.949888,0.337563,-0.729699,0.306048,-0.517246,0.169947,-0.734062,0.18686,-0.933118,0.143312,-0.627773,0.143552,-0.388081,-0.025266,-0.686297,-0.024968,-0.841136,-0.025582,-0.528175,-0.004074,-0.318132,-0.224417,-0.615049,-0.21862,-0.719927,-0.19285,-0.477336,-0.154052,-0.323235,0,fist
0.0,0.0,0.277353,-0.082213,0.561812,-0.409572,0.6401,-0.736883,0.655472,-1.0,0.384502,-0.728527,0.420091,-0.952172,0.343477,-0.717525,0.311823,-0.509871,0.16829,-0.716129,0.183223,-0.925408,0.139711,-0.612635,0.139328,-0.382864,-0.028374,-0.671981,-0.036354,-0.840131,-0.032481,-0.511269,-0.004049,-0.298369,-0.229214,-0.607343,-0.233731,-0.708706,-0.202901,-0.456257,-0.152301,-0.303276,0,fist
0.0,0.0,0.283446,-0.131093,0.542456,-0.429789,0.615436,-0.733404,0.625803,-1.0,0.379725,-0.735862,0.400989,-0.952355,0.332339,-0.729122,0.302842,-0.516537,0.171704,-0.721178,0.190699,-0.935315,0.140002,-0.642599,0.133481,-0.401876,-0.024957,-0.669256,-0.02705,-0.836793,-0.031839,-0.529025,-0.005022,-0.316949,-0.224899,-0.590816,-0.217943,-0.716684,-0.192396,-0.48098,-0.149665,-0.320395,0,fist
